Country,Year,Air_Pollution_Index,Arctic_Ice_Extent,Average_Rainfall,Average_Temperature,Biodiversity_Index,CO2_Emissions,Deforestation_Rate,Energy_Consumption_Per_Capita,Extreme_Weather_Events,Forest_Area,Fossil_Fuel_Usage,GDP,Industrial_Activity,Methane_Emissions,Ocean_Acidification,Per_Capita_Emissions,Policy_Score,Population,Renewable_Energy_Usage,Sea_Level_Rise,Solar_Energy_Potential,Temperature_Anomaly,Urbanization,Waste_Management
Country_1,1913,152.82448220308444,6.566827733898883,2696.3008853943234,11.345946347724938,48.86362237333149,401526024.7635538,2.082927452126844,1804.7625268906138,32.666666666666664,55.181126059579476,30.99940824885577,2548043113699.2344,42.14999685909324,3489716.7748079174,7.90551213138905,12.342662170214723,80.5213721408037,1148705482.0599213,81.73575639442242,28.344234085372104,1353.5530372559688,1.061987051187745,44.596387066811324,56.33970665521124
Country_1,1914,53.098088842570014,4.808642190697945,2748.6980176679567,17.602398331351637,21.95167070868166,705418224.8760579,2.074463920325477,1817.9363203219177,21.5,24.971185311025632,43.71170751748876,5459351362264.828,37.40698224430927,4768034.645739345,7.870195567282028,17.385930607553174,59.19074418690672,725907914.1809436,45.834460943475655,26.45283282457433,1444.59918605202,0.12565526624071938,55.76087429078281,89.31187410219715
Country_1,1915,166.13747917256202,10.910622837257291,2043.9560636360657,28.3416244634813,55.86123226630664,547051386.1157278,3.946580949276133,2565.626828728901,23.0,42.405809134238375,55.39578876047423,4241156642931.656,38.35083925285971,5966971.15236893,7.935566950585255,7.938445654605495,66.08658246439168,737159517.169417,54.76814553505647,8.121376246820933,1050.9164167260005,-0.44368805123741883,60.4383826827999,78.44170793585057
Country_1,1916,130.22510524988715,8.999013204722141,2173.327949564377,3.3099777875131102,52.49845680907462,733595698.09098,1.3039863513236956,1649.3233303386423,23.25,74.85781995227171,32.8241060586109,5385912571212.692,34.24404883101691,4461983.653928462,7.709391975892856,6.5450666977289105,54.36653289263216,585382601.2392325,48.984696712890255,24.918083782873317,1836.1199772473205,0.5040116255995026,43.1736507693664,66.60649405827968
Country_1,1917,206.58286217278788,7.375788139431861,3776.6358237208565,22.020576972384067,52.17586042040383,414367608.666975,2.2409986704039553,1353.8124055797855,33.714285714285715,35.24770018796041,54.37044348758261,5867584470242.511,42.9414387968461,6174520.910841278,7.98278696960264,9.799541879480023,58.55248732623915,575173241.5083038,77.22433873866505,32.254888410007794,1663.8138519652746,0.5853612885250966,49.65871439650947,61.915364146762805
Country_1,1918,155.34334372377387,8.6306080079801,3627.581616156555,11.817965303894903,30.049969133458102,286477680.57356155,3.084192260751158,1736.0281661284366,26.6,64.40035885263711,40.259274793889446,5728260915449.756,80.33197156740462,6398038.781824233,7.9129470383110485,7.0978999252471695,48.14828627932331,1052682155.7814655,40.70066647593791,34.14174943502538,1747.83631838136,0.08450094509872916,50.2532939132238,30.49469574630233
Country_1,1919,161.07561440952358,7.557609312931768,2623.4223888719634,9.37064665010092,49.479058264840766,470377496.966955,2.0999284666405895,2494.2998288462336,11.5,65.31156824678267,53.599643831363686,4612900034534.687,51.50880562551615,6601853.7646308085,8.073483657030303,11.110486881240524,63.2352783372886,654088345.9040097,52.729861387746844,31.537839733501546,1187.8618704886276,0.6674430437061932,56.55092988901606,52.07874096328366
Country_1,1920,184.15742893554705,10.75971259588641,2667.271186381157,36.973689850336555,12.679277832441333,335087972.3919961,4.1898555164173015,2132.2813815315417,30.0,54.173064102900994,63.45163604573054,1458875463121.6514,55.83379905685792,6549189.8726182915,8.107190729849348,14.31515070603039,23.57169005692058,474271977.0692586,82.89263571023415,27.824255294742272,1528.4648374010424,-1.6919487046610777,70.2913086022564,55.40256964562816
Country_1,1921,213.46110734509423,8.019890655481785,2269.055165933976,20.681312332944497,39.30337385207564,518544458.8653716,2.28144734976864,3457.697236607133,32.5,46.10508488397575,71.93958360333248,1867871923766.7107,83.09321119780239,6158316.432940872,8.009321755377057,16.685331717371806,47.60167504390297,528327818.7891564,65.05534394276033,37.6377473253676,1812.3771907168018,0.02218968873842142,40.2502053930819,39.58735147321333
Country_1,1922,168.27720200467132,6.583350469160113,2511.8539061981483,16.99171330122183,51.35148527495815,432577644.3933207,2.080028236919438,2795.3067456892923,22.75,28.219790598294118,58.88547169990966,3205513096830.9683,38.90849665708539,6014619.997356479,7.718128730196153,7.671962416628593,66.87048889726239,714582940.9777354,32.39321623218587,27.498487664770757,1663.0595971731398,0.29936644831161124,55.87294576413747,59.22592566287907
Country_1,1923,221.5336518825509,9.517815033477746,2462.1811926659707,9.34701779597313,59.47758434774546,451308703.4408122,0.649167303431576,1650.1432602108969,21.25,86.8022927167336,36.613014953149055,2984439307876.582,66.39760687249719,5102814.10293523,7.883351772236575,13.989344913167589,50.68035740638051,700065517.5003515,32.12149452589112,25.821958351428023,1295.715437674879,0.29321273608014964,46.921808070155045,38.75097077741296
Country_1,1924,181.75519257136247,8.036023873421534,2639.004223985953,0.226060939114317,56.49549682771293,319204964.16827136,1.8695891215180278,2326.7934961445903,32.6,57.973394358245415,58.84958540348108,6693728842949.295,53.23310075169305,5888546.280078234,8.039551550601587,11.25817403665658,51.48477619977872,825677075.8629111,55.105340769470544,27.74245648515504,2000.8859824384538,0.6801262898576867,36.217477203935836,50.42549058310109
Country_1,1925,153.53073516248682,7.347642421208022,3157.6226122833305,9.707268536812276,51.13653135963165,552594009.4301609,3.5015339231495806,1972.4352165429,22.666666666666668,41.38941003806915,50.9756010684489,6440021047662.946,33.96994649244322,4240393.252223526,8.184251503084454,14.567631943718638,40.27466948934133,423630189.35139054,47.59805774787319,12.06027638957272,1329.3297789377682,0.45257738736308656,34.657229959672655,32.960369230325156
Country_1,1926,191.54985908722435,10.465055961410547,2166.8042875672722,9.574333912743876,65.56857105641708,359610912.85709625,2.386409403398995,2270.03410350244,29.333333333333332,47.96117633721033,41.42179953989465,1586216655475.1394,49.45822393338218,5629807.110835902,7.98702939934132,12.187465605683338,62.83269971564281,565617310.6624478,47.04217058778439,35.29642750276812,1744.9225374960863,-0.8281970804409594,49.72132725097947,37.562948721027624
Country_1,1927,166.61471004409086,9.342714059238835,3650.540642708036,7.779003393556372,37.42365830659737,770967605.0875454,1.6306905445410358,2484.062192833669,20.0,50.879278466227866,58.552822159478715,5647686333368.487,44.01100090576427,1327917.7319794742,7.728800225002129,10.838555437631515,36.49647566532234,226132749.7113472,58.0868952163356,22.213974937916106,2073.7440133573205,0.8436850232135112,50.30107880837172,25.559582858256643
Country_1,1928,124.63476198157912,6.10979665027757,2737.141119587432,21.319301695249315,81.61456388047911,599929730.4454932,2.0034731522976106,4121.677336205322,18.5,67.84199926810844,72.38413434882145,3536011351952.3413,65.07683600945676,3188489.9342098185,8.10726755972968,11.924361389880001,33.25961087377724,507625891.8277993,63.62647303343455,34.25934498456495,1355.8269961378858,-0.06196338147441183,53.80121974659326,82.45114927959857
Country_1,1929,60.21415418619095,11.289527479960178,2924.5895329646287,28.396709057913405,15.767687299382336,682433050.5248866,2.980949303318746,2851.1551459843317,27.75,80.04025036061654,60.94308742452663,6375052672133.926,60.59224305636531,6238998.028615287,7.89202130336015,8.620022720329079,52.29311716163924,610819418.9635375,75.43901808610269,24.871200991957487,1381.296380637772,0.8910423595762509,36.34383665207966,29.756895647989605
Country_1,1930,192.83917889089443,9.76868622116904,1827.4958043218182,35.153970771573505,41.51087516195056,480926016.18251055,1.731060894300187,2436.388684496852,20.666666666666668,66.64433295441319,49.76556397697618,4865652088184.663,51.91018933972449,6175986.8892633915,8.148944060077456,9.138234578619382,9.218297230216969,567447856.4033364,57.113011559967894,21.629380648786704,1681.5621913304221,0.04057093406536053,42.75491069572309,51.969997105259075
Country_1,1931,158.8482375966203,7.068429090219441,2926.5627278581023,17.227444658561456,41.072814900098436,380473110.57303995,2.4961568796930993,3906.4529751545388,28.0,37.2477888316542,47.813894957343386,3182272270079.9795,53.97789851047255,4539943.546411968,8.066956698646035,7.809392101245522,51.027319317630884,991559918.7404279,53.68000031015591,24.159794966258744,1307.0996224199903,-0.00022194777764004771,36.132704841179624,44.914013721006604
Country_1,1932,132.61929142709994,7.526013331536052,3881.8357038711656,13.292205755948233,39.198880694334356,362988964.8813307,3.03301061456111,2648.849405813354,16.0,86.90485333434565,46.809295770578196,3685983519812.285,54.902849215892424,6786241.63445633,8.064691977584628,13.18614505131954,40.28010120310947,643190006.3217882,50.15735578596838,20.646750870042794,1754.4296105465298,-0.7702852573111493,41.00467907512765,61.40445455506375
Country_1,1933,170.0748276352074,9.992365266807745,2639.5350111868884,14.35861037461473,47.47031290275632,703828095.7176416,2.8204192121997402,2782.447252980615,15.75,46.083392926346875,57.576755351736736,6458205277159.136,47.35673264687095,5698540.830556545,8.050474120683552,7.210738173545899,40.76082280634191,800469473.9531382,57.50058937508421,16.876670923984825,1630.5804252575808,0.8853214270599252,62.55695342226817,68.82705824090743
Country_1,1934,212.29251423434204,11.271076714058182,1574.4398462190845,25.049756786350123,70.23639202677933,326767846.0903381,1.7208714256199178,2548.104210047042,24.5,63.33578145438088,73.67064073505746,3805223617860.1,65.03878240906003,4329291.433715589,7.9901686313579106,9.522254331712103,24.88737645725739,1065758609.4005879,54.11845298338019,36.06400315025127,1264.6032934680109,-0.7682132915652775,24.56757310659968,46.41031171733807
Country_1,1935,111.36549629987223,6.4633410848806765,4024.599847592261,1.3276273568507762,66.38773652149854,360226799.12687933,2.8884063353830483,2541.2769970562376,31.25,44.21860095189197,30.877506890368227,5575582288845.574,52.33671768660004,4746974.232624623,8.041213427330078,6.158582159681268,49.68037021329334,922881766.6561444,37.10816358399406,9.06609711591015,1320.4057006581606,-0.9637152942396292,51.27148725655908,51.93127422231816
Country_1,1936,128.3652103997953,8.531674098673372,3107.3995509331958,21.621086740697084,41.66151455002836,350574340.58525485,1.880544732924088,2025.583404659762,15.0,33.30662814830125,77.62208276205064,3741854883155.819,55.99585897256605,4391494.092844344,8.238409363066111,9.948822919425242,50.81471768386901,682435997.6714168,60.66279160971853,37.1724159562508,1328.716282114982,-0.33847121787962786,47.53388179409664,36.4205953458822
Country_1,1937,153.71950504813896,8.851132943768334,3214.78832805228,20.135431194291424,55.36737179823551,552855102.05284,2.815432152301102,2444.627911128834,8.25,53.57548874143514,48.85896579193428,4322316585323.966,41.822713972440525,6882015.821156058,7.979367562502392,6.755940587215928,41.32940584101151,691927290.8098118,38.7680000452002,13.640253702975926,1411.0877618474547,-0.5060678980007625,76.496737445614,40.357484387066464
Country_1,1938,209.51101829049207,9.392366200829223,3074.2840242786847,18.494476127107777,72.53619846139019,121018723.24364609,1.2791119781197118,3253.424891136749,10.333333333333334,43.4231323586213,22.042189753167065,4083345023031.7983,67.68537353106625,3521917.7269256897,8.182541983756929,13.230032295553634,62.54883106936065,736483096.1283954,57.78870694936532,17.54217059517856,1803.114974145814,-0.23519659272534396,49.33898839502255,34.485507869253404
Country_1,1939,146.91039611610896,6.8289370403335825,2456.612754056126,15.533788056942743,61.99715766816198,736698687.7745365,2.789797861825758,2246.8775151016243,29.857142857142858,56.52268535104156,31.823062701533576,5011846590188.329,66.25729048185474,5011863.2878257735,7.822197710346657,13.3260697677164,40.88630364723279,629637854.3054044,42.3264915883007,21.010089485243327,1851.736435608958,-0.2961442315696855,41.67424945745462,31.136033095744867
Country_1,1940,220.43312720042215,9.224871354368117,2665.3473992215254,1.5604606429732424,74.93379013393253,764744498.6829563,3.1739238004595953,2327.704260954704,25.0,26.014153901537536,27.760977366603566,7176982288730.602,33.449160630337154,5540516.214188114,7.8944597769434965,8.511077524536416,37.69153607221731,718692695.909818,44.342818828347625,25.49007555389876,1593.7050793624946,0.34544674634164335,30.27420008945495,41.55553974800342
Country_1,1941,135.9461839341304,10.212529552314116,3008.6991609835145,-3.985447916445425,45.05909801133142,470308973.97029,0.8888128530526149,1351.1544534942861,20.5,41.0049384407818,29.664137503261863,4806871689838.714,54.26689155027609,7582763.841381529,7.96914154925517,6.144319566979861,89.02812472819934,859468733.2724183,47.79746196542342,17.651873064136666,1110.4566939122406,0.348329115235372,49.64938599903253,33.87955727174936
Country_1,1942,209.77911847161255,7.634597830321391,2306.037935835554,2.5336856268315797,47.2588979996449,432944429.59871876,2.6821504820753095,2230.06128324729,21.5,38.14086253099093,44.10911884901896,7360036250225.342,30.390297895513974,3295470.4532806426,7.856781924179991,9.167961669788099,33.79646436234332,533881055.93333477,45.15119612280237,21.633204216559246,1851.9301802430377,0.32505805470347393,42.617967412379286,62.50963001824704
Country_1,1943,163.76916649393834,5.014574834261071,1559.0249350753265,7.875954055690681,52.79475593350075,634768708.0756624,2.862084814946894,2564.0973579948686,19.25,61.33612744574265,52.200819147947,6244933862442.092,54.625235059926055,5888709.426109985,8.094120463160515,14.765764577338654,56.861749674987834,828755896.7618896,62.733770553338594,19.15002284640929,1665.79200055822,-0.7855131892516655,81.52310999504917,35.13320031955432
Country_1,1944,143.6765276192601,6.493934965713227,2298.293380108878,16.386363792863445,50.9496361029588,627666927.5631014,2.3898818127939974,2198.0799018778275,27.428571428571427,50.03529733121771,55.61744255695553,5867202538276.466,35.57826806868877,4878884.1943578,8.057591986542679,12.029474990092144,56.51531191345123,746210363.9780873,54.38263944373687,23.378806807623736,1574.7879024359443,-0.9963001148131427,56.741894006256025,48.218061170579844
Country_1,1945,188.68851024834237,2.5153261779161094,2952.742010804134,14.491039729424696,22.55770020389241,268063657.6803544,3.701923296089635,2603.476458681221,31.5,31.390223935477696,64.36487161877795,2310874434881.3228,55.24698958832156,7431077.085118026,8.067989904760054,14.087459401607177,63.90417887950895,1168704036.5476265,43.04367874418854,17.899576823668703,1280.2697241558271,0.7932856376913593,59.385959979924394,74.70425143724934
Country_1,1946,149.69047882170125,6.519202624479041,2137.6584604045784,4.215000474212102,90.14206647257807,276349554.89039934,1.4088586573517632,2907.320285024637,33.5,53.44739980071357,57.23207546476584,3826767310870.761,56.42929180700514,5097173.486295963,8.118798062645713,15.406111512357676,22.327866812441023,1047517712.1617935,19.207496449335906,27.359595674570066,1016.9063964767294,-0.41866004215956854,52.52990653890852,50.30242291006496
Country_1,1947,167.25701669230676,12.96241141620528,2325.697068526239,4.85142325504566,58.97792074350044,633338860.1315699,2.625387576387805,2457.974988243238,18.5,50.57787788372015,52.74497792056026,4475293042393.219,42.204779641332486,2628641.6974824774,8.021622199213127,4.995163369225203,42.05014725888784,1005025854.0218394,73.78309869094288,22.03457333662574,1578.9989439734554,-0.09473289815632756,44.01051582300861,53.53718309012107
Country_1,1948,91.2853627087788,7.133962644132125,3315.3853153624827,19.044761075737707,39.45030383172367,394015986.09157836,2.6714230661205116,2783.155090929843,23.714285714285715,42.620734296997554,55.68170502854241,5273690766305.49,38.95115196533408,7006959.7721073525,8.101381958509823,6.856213599280191,46.32648673383432,595023881.084994,44.95795492010368,13.22306795760691,1203.589726146952,0.23630925642787073,57.80272059079254,47.26397557084032
Country_1,1949,191.7246859427302,2.6025127290419774,1482.3166418767717,9.24021609169825,31.317703726666295,381624984.04056835,0.9765179276821017,2086.623100410287,22.666666666666668,47.85670970707057,65.20563179113604,7084062721494.496,61.24857371348921,5808052.161045161,7.889766737318595,4.975668496846326,8.515212105114726,1156697513.134513,48.47346668755008,20.14720987040514,1626.9807081549645,-0.1327263246347942,63.78761305958468,34.83012511379078
Country_1,1950,139.83649707634785,9.117155130238816,2589.1145923332306,12.469421918410207,60.08407829749674,472721064.7882197,2.9288228204018263,2992.392672698565,30.833333333333332,52.4221860840865,56.36505360861824,5355655960206.629,47.197538872612704,7437012.5911166845,8.167592490460008,11.652551360877178,64.13058552554234,411152784.8001001,39.90547503655455,26.683371086325565,1099.3499506309533,-0.4112408765365416,75.39962649986926,56.567688071783344
Country_1,1951,70.11210856093804,10.549691839375477,2460.789000283065,13.0670716873556,59.79441018976501,742335817.6356672,3.320676392525023,3176.2665258473726,7.0,78.85865592576965,28.04493520042945,7708564372505.766,53.80078474776951,4489346.274714501,7.684913835356808,11.674840708061332,51.14867610362336,1014625120.975368,73.90575460095559,37.33572361087149,1573.956007240729,0.39201039499510626,25.221982927692324,63.90791028004948
Country_1,1952,156.54236394264078,8.370071999609596,2194.7523579745116,23.31323296663197,34.71334018615091,296354377.87965626,2.5283319512660465,3128.7311032202233,19.5,56.834423992721014,43.87970854169856,4881423698037.311,54.97687032294232,5546838.637256719,7.949804372586693,8.966755754798157,43.39138952742464,1125792677.6718116,24.783865200576386,31.837193772044333,1883.6211348750376,-0.15722448180974843,42.540861400190295,55.92966208667716
Country_1,1953,153.61644664142617,8.154359576684366,2743.7326225694705,11.30492285924472,53.48255313915422,462862369.4080803,2.541672474824377,3215.2453060646385,26.5,39.12917940308697,42.036743623625235,3218821856571.6694,35.532415271291086,4593509.175755362,7.876504866450843,8.145959649822895,62.935383488519015,526375114.1517887,41.29886307205042,24.82751715810758,1716.3586693272503,0.06909129667843063,40.90567709454015,50.061983584146134
Country_1,1954,216.7291451669192,14.531682555851722,2069.9881232010957,-5.275311698787258,36.71927964868716,687085685.8899418,1.295195649917296,360.1873238900099,43.0,49.46517803188071,82.31504540302696,1659897340533.6304,78.13182534614182,4551272.543971784,8.048596387963185,15.442053126651585,57.51788177170448,1227983920.1253426,89.24563802205587,27.147072561995003,1668.0677222525248,0.3031599441268993,14.26102897974788,40.44318662126217
Country_1,1955,155.54233044186634,10.456528473589337,2589.307639913347,17.864993237548823,55.746305013282736,450836876.5743003,2.95392829774449,2683.1484125871643,23.75,61.547405899552416,56.72243505453409,4647000471862.659,45.19628296654644,6806354.245833613,8.166319572589659,15.130552148376605,44.25953156471376,1052729588.3055675,58.52692376447775,16.718402543537188,990.1556276384892,-0.4353234461862948,34.64735868723631,60.59490063505802
Country_1,1956,151.08787553703996,6.563709361857768,1956.9006144121622,22.684962399756767,65.01527859493406,354572622.0033894,2.3330184159069085,3404.9927225874294,16.166666666666668,39.214940564977034,50.435690007303826,4983689416309.143,32.923651181077894,5464229.172396872,7.803181170350935,7.768773609965531,52.00343554225778,592666542.8923569,71.06351979087096,27.96133741271855,1268.2402843235325,0.12134684945396453,56.41899918538119,66.26289817492786
Country_1,1957,157.24760613001004,7.619482084401512,2526.534045434401,1.9885217799084558,79.61119043795907,417359777.1495795,3.478567688735868,1163.3241948862194,29.333333333333332,37.12407208992193,90.56522060947873,3843974475549.3813,43.30314860898076,2246872.742717635,7.907490498047348,12.315381031273764,48.00389727248188,805983149.365613,45.051933728075916,27.387227807683985,1395.9075965790507,0.09681609301102556,35.627806243219965,52.52866138135412
Country_1,1958,152.049445586334,7.955455158359969,3283.2939172171573,-1.427944074755601,30.289136259531727,514046691.4944946,1.0314223845724009,3237.080242279603,36.5,69.94789948077084,30.808674289716322,3351041521476.6406,65.04754521206053,5048468.491059483,8.252821584433677,4.391334498908217,53.3040495930641,144661443.3006615,70.43477269842093,25.96106433263925,2280.8520994363735,1.755919657680445,83.61117558152178,48.115031307939304
Country_1,1959,238.04193359108027,9.59065692754245,2400.396382858171,10.261610925048322,49.32632166818089,354936070.4812235,3.3604234518006666,1770.6736676584626,16.0,41.95988275443518,66.90392888646927,4137408148651.114,59.88384874407763,5983682.23214101,7.923658622619512,9.26654308829478,60.72867054324073,877668989.5716587,71.89611511062846,31.44673835800724,1812.70643356503,-0.05966024817618979,62.44981572122347,56.20815331556787
Country_1,1960,98.94504653942445,11.131204435704355,1835.901733255471,15.706384527628417,80.14893075647447,495851847.34407234,2.697329787220795,3495.244541950453,22.25,35.409317602004016,50.45889895483084,5606641398474.486,61.77920096745982,4230035.321467303,7.912347829516415,4.5247476360543555,45.39863048357031,854328427.3065062,45.70887437697672,10.760543099247153,1503.2882740367008,-0.1471420787390707,37.765982103439924,73.46824419264735
Country_1,1961,128.48465746053415,9.577096695648958,3348.4811592750925,20.75862388243472,40.049082983942725,573026877.6517719,2.464630435766212,2116.488037126348,16.444444444444443,41.350957318381624,44.9145500043213,4772203477200.192,61.843461659925396,5300652.708924971,7.783142939933222,11.496406007223044,56.76000725209956,953448412.9249185,57.36292693506279,28.485521041963246,1649.4763056318739,0.3120080956253046,58.57640146414852,39.77245882614661
Country_1,1962,115.3751782789692,6.2324722885537405,2704.2804882957375,9.694815124029477,45.66355604468771,416637463.4225276,4.399520767704999,2409.679103278615,26.666666666666668,51.08631623739814,46.15795754968385,3413193055958.8516,35.078729128114055,3530192.573997048,8.180796710477903,9.268371037289114,42.48514404390116,908028697.1690288,63.60899386611348,24.30488465448073,1181.4626047086247,0.3767868001822574,49.69139965416819,66.6853633488766
Country_1,1963,128.9374540404737,6.130275455057377,3046.087224016482,10.4832653068178,87.61182845279063,610318804.52187,2.7132707308985133,1815.0716396910982,22.666666666666668,46.40142389019808,34.27348648001841,4780406194915.474,45.850443722594854,5574072.563657423,8.296151399365403,17.020753209785138,41.14953511162129,1151581626.181124,30.001385897619993,11.771468142086226,2110.778913120398,0.22125979628202522,33.93537453453455,64.73518104107136
Country_1,1964,175.92057806400052,11.755475957322178,2782.7023798699265,15.224265749353629,41.741153608568546,119368831.799453,1.9693904621643636,2575.484136472609,19.0,58.60219006994961,13.060125075060034,4266550611867.224,27.415522508044763,5905454.299383932,8.173834130755013,10.006475816923448,13.85552239416208,1110684916.8547058,57.655320234163035,29.232029007091086,1504.8461496837908,0.36518358983353033,54.07625282442382,24.177973369458527
Country_1,1965,140.32623663390544,7.412165037988405,4191.678633131872,11.281820646531003,60.92391584762496,655398818.0311195,3.369444167269242,1844.769608600601,16.666666666666668,55.13751372829404,60.602629969946896,7052918842889.368,35.71707272707577,3675807.458804611,7.745825340664335,8.877007177225934,67.4656268201514,957459368.0807403,43.307446084405434,25.732101937834116,1654.2606454991385,-0.37376049444515375,50.36979138440589,65.90189375748166
Country_1,1966,78.5067165966027,9.085697777848035,4125.418368820832,13.861802796785515,66.99360816710941,717089548.6514032,2.249253652477848,1811.692091823229,7.0,48.61079091482581,36.954810883125056,2502425164256.3687,88.3329753341508,9560046.028238986,8.309821138631598,12.074332211622856,74.79318524766941,306373413.970891,56.92952205439874,18.537235860157388,1845.8738027189734,-0.44069921098100584,69.14459573661028,68.24487813932652
